ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
5532,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,497,7681,*,*,0,600,9289,6374,0
5544,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,416,416,*,*,416,416,416,416,0
5545,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,630,500,*,*,129,630,500,0,0
5553,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9046,10000,*,*,2000,2780,2000,0,0
5585,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1473,5555,*,*,3670,1473,5555,1473,0
5595,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,359,*,*,0,0,359,0,0
5601,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,70388,76743,*,*,3000,2800,7700,0,1
5610,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-64,16759,*,*,0,0,17000,13000,0
5629,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19028,14924,*,*,512,533,1000,600,0
5648,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,8587,8758,*,*,350,311,313,324,1
5658,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,749,0,*,*,34614,749,0,0,0
5661,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-205,613,*,*,3000,0,2000,1000,0
5665,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,349,350,*,*,0,350,351,4076,0
5673,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,28355,16624,*,*,3039,0,7000,9300,0
5676,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,497,1809,*,*,0,497,1809,0,0
5715,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,6960,6008,*,*,0,6960,6008,0,1
5726,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,240,2010,*,*,3100,240,2010,212,0
5848,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,150,*,*,0,0,150,200,0
5860,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
5893,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19233,19909,*,*,632,800,1000,1500,1
5908,*,*,*,3,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,28540,27934,*,*,1200,1300,1200,1200,0
5940,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3100,814,*,*,9300,0,0,4032,0
5946,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,19008,399,0,0,0
5954,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
5978,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,60969,59650,*,*,2500,2600,2171,2600,0
5988,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6011,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,73,0,0,0,0
6012,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6023,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6048,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6055,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,4150,0,*,*,0,4150,0,0,1
6097,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,25915,25058,*,*,3020,25915,1500,2000,1
6111,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10389,0,*,*,35129,0,0,1307,0
6117,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6121,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,50971,50681,*,*,5450,5900,3100,2650,1
6130,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6161,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6168,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,82690,84529,*,*,0,83000,3000,4561,0
6173,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,25681,0,0,0,0
6192,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6219,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6222,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,29123,29930,*,*,1000,1200,1250,1200,1
6236,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-4,-4,*,*,0,0,0,0,0
6248,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,609,768,*,*,1488,609,768,588,0
6270,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,14805,238,*,*,253,2305,238,238,0
6283,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6314,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6332,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,35268,16099,*,*,642,612,1192,600,1
6342,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,38550,40600,*,*,5000,5000,3000,9900,0
6346,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6350,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6352,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,96218,102547,*,*,5000,4000,8000,5000,1
6356,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,7490,941,*,*,55,7490,941,280,0
6367,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,2755,*,*,0,0,2755,966,1
6368,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,850,0,*,*,214,0,0,0,0
6386,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19345,21134,*,*,2000,2000,3000,2000,0
6389,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,710,7611,*,*,0,710,7611,4750,0
6400,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,21987,22452,*,*,1000,1000,980,1000,1
6406,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2165,645,*,*,0,2165,645,4390,0
6415,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6441,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,22569,15429,*,*,993,10100,8926,9748,0
6457,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-8,402,*,*,0,0,410,0,0
6459,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2428,4662,*,*,200,49,4662,6278,0
6468,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10330,5599,*,*,4503,10381,5627,4935,0
6481,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,51791,52928,*,*,4016,2000,2000,2000,0
6482,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6504,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,2949,*,*,0,0,2322,0,0
6513,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6518,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,35488,36020,*,*,35000,1300,1400,1300,0
6639,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,8081,0,0,0,0
6657,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,4759,*,*,2000,0,4759,0,0
6676,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,574,3509,*,*,0,579,3509,1198,0
6693,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10400,0,*,*,540,600,1000,0,0
6701,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,69804,71088,*,*,2500,2700,2600,2600,1
6707,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,6171,0,0,0,0
6716,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1999,7300,*,*,3700,1999,7300,17120,0
6739,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-5,-5,*,*,0,0,0,0,1
6741,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6778,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6792,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,780,0,*,*,2000,0,0,0,0
6807,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-212,138,*,*,0,0,500,500,1
6833,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,44834,45737,*,*,1720,1780,1800,1900,0
6847,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1971,2566,*,*,372,1971,1000,865,0
6876,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,26366,28916,*,*,1500,1000,3000,0,1
6904,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-390,1104,*,*,110,390,1884,0,1
6923,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,294,*,*,5365,0,294,741,0
6930,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,16211,14365,*,*,590,687,524,235,1
6931,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,1392,*,*,0,0,1392,12884,0
6943,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6947,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,631,715,*,*,1578,0,400,1,1
6957,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,39224,34881,*,*,619,39224,1500,1500,0
6958,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,8517,6174,*,*,274,3001,1004,4005,1
6994,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6997,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,12907,13541,*,*,2000,600,1000,5000,0
7007,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1479,0,*,*,1248,1479,0,0,0
7030,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,17363,0,*,*,9000,17363,0,0,0
7048,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
7067,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2881,2430,*,*,0,2881,2430,0,0
7086,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
7087,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7097,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,703,990,*,*,1467,703,990,3200,0
7098,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19656,24006,*,*,15240,5000,5000,7396,0
7108,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7149,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7163,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,87814,87831,*,*,3500,3500,3700,3100,0
7169,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
7171,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7183,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,59198,60677,*,*,1000,2000,2000,1000,1
7239,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,25619,-395,*,*,0,25749,0,0,1
7339,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,20204,20398,*,*,900,700,1480,0,1
7374,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
7406,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-18,-18,*,*,0,0,0,0,0
7413,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7415,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-1000,-1000,*,*,0,0,0,1000,1
7421,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5360,251,*,*,0,5360,251,5360,0
7440,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
7444,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,59390,57037,*,*,3009,2013,3041,3000,1
7448,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,73011,73484,*,*,2367,2435,2500,3000,1
7452,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7474,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7476,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,200,*,*,0,0,200,159200,0
7499,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3938,3479,*,*,95,301,3479,1000,0
7529,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
7543,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2284,-786,*,*,0,2284,0,0,1
7590,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,44377,41297,*,*,1472,4012,2008,10002,0
7596,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7599,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,291,0,*,*,291,291,0,873,0
7608,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1089,2249,*,*,0,1089,2249,2184,0
7660,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,35345,9360,*,*,2000,3000,5000,0,0
7684,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
7686,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,94,3582,*,*,539,0,3582,392,0
7701,*,*,*,2,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,6480,0,*,*,8495,0,0,0,1
7722,*,*,*,1,[21;40],{1;2;3},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
